FID	IID	ENSG00000152931.6	ENSG00000183696.9	ENSG00000139269.2	ENSG00000169129.8	ENSG00000134602.11	ENSG00000136237.12	ENSG00000259425.1	ENSG00000242284.2	ENSG00000235027.1
HG00125	HG00125	0.0885200655979845	2.49109355266561	1.09400369143177	0.905325180651583	19.2769630453211	1.85881127978928	0.0385198849088215	0.116867962708861	0.0273936902203419
HG00126	HG00126	0.0478412670285812	4.20696152295654	1.98633449041184	1.29800713022617	29.1328190984927	1.93625571548463	0.0346013882878909	0.279223201702324	0.258544192384486
HG00127	HG00127	0.114000432145881	4.44716533100643	2.41508930190913	1.31869187283514	20.3202892738214	2.57391450487835	1.03272465197784	0.382817284107678	0.29778024093993
HG00128	HG00128	0.0345676282300169	4.3634116619543	1.76141745908305	1.85195156191895	24.5923246668858	1.52946120925059	0.0230245558577951	0.269653432069006	0.171346440437274
HG00129	HG00129	0.0394868546499791	7.14986235462653	0.682342874723648	1.51191590255488	27.0004348779438	3.2040452823489	0.0343508565896457	-0.129055275543985	0.11534509079869
HG00130	HG00130	0.127594045094677	6.93799636956752	2.6019845389871	0.914487971506596	21.9097271276569	2.08266686791482	0.0442947997337739	1.21474330816643	0.0750294770781734
HG00131	HG00131	0.125433082953702	5.13410260827508	2.16082778780544	0.584832219304668	25.7315386421177	2.63668100253338	-0.0193290119931702	0.583231013675725	0.151415564161393
HG00132	HG00132	0.0623176347234739	4.15604582984894	1.60126307490393	0.790493210974898	21.5603333381407	3.1077817034943	0.0248071722566468	0.258864956869693	0.142689085904681
HG00133	HG00133	0.0202659432269564	5.99061365531894	3.13223327726384	0.15977183848521	22.9330959611198	7.39204611589117	0.0686687310669624	0.149423408617038	0.18971020156149
HG00134	HG00134	0.0570715333409336	6.70300281619331	1.69184689123875	0.800084399450923	25.0146143881955	0.582068209804969	-0.0276900865192624	-0.217279096015644	0.248706860815964
HG00135	HG00135	0.00844937469546483	5.37542063837635	2.67996009466964	0.937206412812106	26.1295461491631	1.31716841165238	0.00773818440888561	0.0706280875517408	0.170669989428945
HG00136	HG00136	0.0606173017394201	3.00690930669169	1.63537247891537	1.57938376198273	21.2601598801416	3.35041949979845	0.0425266821636331	0.135620041464418	0.308907157492161
HG00137	HG00137	0.0448436257057132	3.64059746160548	1.66373662466735	0.656060133784184	25.9248775857829	2.53027869859265	0.00483127257565044	-0.136502914973215	0.170423315394691
HG00138	HG00138	0.0991055713166859	3.86767589312555	2.0252000682466	1.76164910627295	32.1966770273908	1.55859531434858	0.03487268610883	0.415563759253983	0.302136758455139
HG00139	HG00139	0.0926258586401873	9.42229196565231	2.08394282716837	0.682786424140661	27.4681132165774	2.07967619236875	-0.0139965115783352	1.09092388306244	0.174302344764994
HG00141	HG00141	0.100143289487024	5.97245813826351	2.34174228344689	0.942020046566644	29.6482867318785	3.57249906669837	0.00193740844951819	0.333286676459675	0.158210891089041
HG00142	HG00142	-0.0162577578606756	6.76226444910625	1.77828967128295	0.995133640331739	18.1932231772926	1.7607478555249	-0.0021886624830081	0.315733934685776	0.22480144683138
HG00143	HG00143	0.0418135018387938	3.25957806867566	1.90156323417403	1.47289813399648	26.9425403519647	2.30350993047493	0.0857517308933423	0.319788543774499	0.125903054612219
HG00145	HG00145	0.0189323018488825	4.41138527696305	2.59903708412886	0.21318169123061	25.8817305865213	2.571812380548	0.0948042369444403	0.332123368825322	0.156242359267107
HG00146	HG00146	-0.0446644071349547	14.4952115627546	1.02069221749997	-0.384869767632086	25.7344275661047	1.96106264540545	0.0366760762865071	-0.0944847231940845	0.397276181445227
HG00148	HG00148	0.151641991930599	3.49605261234471	1.50823520223843	0.418737603159659	26.3655855176754	1.50833444533005	0.076028032258991	-0.209568560028329	0.176650870169765
HG00149	HG00149	0.0195716960872652	4.27963654558376	2.11225963660432	0.574866680492697	23.7502067527195	2.50664633032913	0.0145116964038843	0.387487457681885	0.207662779906422
HG00150	HG00150	0.0866935426751016	5.14844819579792	2.52027072326112	2.08780865806749	19.9474488856891	3.17266387439362	0.0587681050914731	0.164675322212015	0.214049513588619
HG00151	HG00151	0.0446542392484417	5.43981595711412	2.30367918892088	0.880850289888944	29.5657575759451	1.61658383205274	0.0413945518621377	2.8434387274598	0.142125980358852
HG00152	HG00152	0.0649528038441715	5.83587350569926	2.0495550599428	-0.266112339766142	21.1831572558573	2.10289883770397	0.0759279862105409	0.294614880196641	0.176079828028162
HG00154	HG00154	0.179858435234256	3.52415285594326	2.80896747897004	0.559875193795658	26.5185924814038	1.21676904103905	0.0278981905659515	0.210580358463495	0.160479079775949
HG00155	HG00155	0.114792731170027	4.44605817133302	2.32159965792449	0.917397372461108	27.8349994399216	1.27643951529401	-0.00451063246667809	0.301999058195626	0.110360606120293
HG00156	HG00156	0.057831745066117	6.69753987589628	3.88115431443625	1.17923567304714	19.1123434458226	1.83126928203824	0.238257163446223	0.549476569019294	0.193332374476897
HG00157	HG00157	0.0456538285714041	4.30137231518189	1.33122811422915	0.951816212858952	24.8101562471535	1.56924363513937	0.00573555937210977	0.438243280995755	0.327610963006306
HG00158	HG00158	0.0013817531967336	5.91831182434179	2.2271986597405	0.371899503381684	24.4139722275552	2.07940172418237	0.00445042341391642	0.303817712555083	0.289956144661127
HG00159	HG00159	0.102579387316964	4.58661136355322	3.25440383246191	1.06983378551144	25.794423674112	3.61301071708355	0.0240933886281404	0.189760753201249	0.1570363777907
HG00160	HG00160	0.133980023751555	5.06098406834059	1.64381033404935	0.907201769245678	22.011399949488	1.01173093372691	0.0317935459338046	-0.295797297048615	0.172837347434549
HG00171	HG00171	0.161039903080274	5.14876612533001	1.74007782938488	1.38229859298409	26.7002885796418	1.54260983257881	0.0421066060513065	2.66080852470317	0.197163911736379
HG00173	HG00173	0.0189193582273126	6.13407744642149	3.15119721704878	0.899352405289102	19.1813390772282	1.84253115557535	0.0337796881505585	0.275385641904843	0.219996841674481
HG00174	HG00174	0.0275136587983379	5.76669298847552	2.73567141281328	2.00431677357704	30.6505210532804	2.36743915000864	0.0576125267120098	0.356748640682438	0.197352061330621
HG00176	HG00176	0.0223442951173381	6.38815957094342	2.64800474474953	3.00950190396991	23.8573783740744	2.09662912845455	0.073601301114638	1.45968713134943	0.22891863180365
HG00177	HG00177	0.153625667166915	5.41241963453024	2.69681119751138	-0.0149521243926716	20.7590867944062	1.32797603314145	0.161455693229347	0.352788140537164	0.14644825343954
HG00178	HG00178	0.0626619518380184	6.69319739143567	5.72668172936991	1.09071146294854	20.1046108995247	3.88503025511682	0.0334558732409106	0.256878233056929	0.213809926373112
HG00179	HG00179	0.0482693202392315	10.2219910906575	3.29675181391714	1.74593849005081	28.9438856860653	1.82835114867934	0.119609253301077	0.383884096358947	0.249657620956527
HG00180	HG00180	0.0560267821718596	4.88231460362872	2.56847854606457	0.505725782031853	25.8893364701548	1.97405729026388	0.0407632054936894	0.531110323338374	0.219205586778566
HG00181	HG00181	0.0863662633416704	3.72865552785486	1.63465459900933	1.44987898004844	18.9585045538696	2.79071343846717	0.0110099787179294	0.132261661281634	0.186937928972012
HG00182	HG00182	0.148484464327851	7.40937457272525	2.39388860120522	1.12258706924932	23.9888745108234	3.42222950511578	0.150559556258057	0.790329684456283	0.171033951577097
HG00183	HG00183	0.122757388027274	6.00983720416831	0.915819802442938	2.03630410737718	35.7887658816579	2.23219130231884	-0.0277753026041752	0.531542429758802	0.160038472938875
HG00185	HG00185	0.028488597334686	8.08423376935457	4.61014490361747	1.15687006900211	27.4503336461151	1.3386590886374	0.281415561823612	0.248961189651793	0.153887222890617
HG00186	HG00186	0.133949055824671	6.16871293181775	2.78564760854402	0.415789360164976	26.8245594553957	1.55763096921801	0.159988810534452	0.2752524523478	0.238730240465759
HG00187	HG00187	0.106387915097671	9.74217750676933	4.49891040470908	2.05544866917012	23.2888539276123	1.95508956583956	0.149584704226827	0.384426751506952	0.116607165654506
HG00188	HG00188	0.0796518313002249	4.28008477555565	1.82771046761541	0.566047306664439	24.0846122310815	1.80029438801434	0.0551738629698029	0.610782424006656	0.229931921046042
HG00189	HG00189	0.0240799555774771	9.57877163191914	2.62670351927259	5.7465687113399	29.1269160027862	1.92698364011605	0.0407480883271728	0.912590230092255	0.209457311367789
HG00231	HG00231	0.0541434517340494	3.97701226884065	1.5136160229307	0.98036251754644	20.0713906270788	1.09479122073413	0.079734690701448	1.19512114074198	0.0959355466024757
HG00232	HG00232	-0.00489008250423069	7.5479901821544	4.68583606337014	0.920972240857123	29.6859743283203	1.59894307524567	0.0136439720862288	3.39162637970582	0.30449181901298
HG00233	HG00233	0.0908804297408777	2.54882839221493	-0.933034286192981	0.077719418606518	24.5045551896892	2.14523060474588	-0.00322678819840108	1.21937880029734	0.197654155774102
HG00234	HG00234	0.122305032529043	5.3856421517177	2.69141448958784	0.138150161669641	21.3950589657105	2.69404003523501	0.0222889092007721	0.621665174606938	0.151589504099588
HG00235	HG00235	0.0901386757498023	5.59920516212429	4.42740656338292	0.865111316324381	25.9494801042179	2.27261392878931	0.107891447144964	1.68656644401951	0.203356516853411
HG00236	HG00236	-0.00997655912440069	6.87276935447105	2.45826573822556	0.908650890187366	29.5884772739457	0.518314040711545	0.0373483812830024	0.524226612231724	0.271246535913587
HG00238	HG00238	0.0504978433326893	4.07972607471662	2.48397863122529	0.677661381605481	27.5433415897222	2.06826612038501	0.0614267388596388	0.158799931320953	0.234842578523196
HG00239	HG00239	0.153580327317311	7.04834643398167	1.9454373819876	0.196068154449611	22.8666028233531	2.07324989223943	-0.0159616583479324	0.61323190362176	0.135702929717689
HG00240	HG00240	0.0152855837314608	6.56743992321621	1.95884464677338	0.0208876802512561	24.6752335851896	1.74385755580809	0.570931246790895	0.158696074259846	0.221156891158757
HG00242	HG00242	-0.00435201180962289	7.27681073408014	2.04774980079468	0.429556167899594	21.2397858125298	1.49038778805378	0.0739944856495169	1.42373830563761	0.119398329848664
HG00243	HG00243	0.0950262260542917	5.95212857651342	2.20693238322137	1.43650249888643	26.4736654091507	1.89952601420772	0.0738509713128228	1.69295299062755	0.318896189551708
HG00244	HG00244	0.0327908420338535	6.68976557381783	3.43463768972445	0.739851614146808	34.0096389889675	2.19237942064445	0.191957647682146	0.49729169874856	0.258151801751994
HG00245	HG00245	0.0181819297881489	3.6524423630933	1.55305298487067	0.994805952572484	25.7482673474484	1.85725909251485	0.200572574369062	0.144491579273258	0.250292753317825
HG00246	HG00246	0.0651633207976962	6.20568574143741	2.1737988475808	0.852886073647033	33.0460568151179	1.96334759115389	0.0229694978747505	0.455097384495189	0.24413670510642
HG00247	HG00247	0.066787183895768	8.19782848582655	1.76448548465617	0.583930267554546	29.0992333263154	1.99264222855227	0.0539354588958066	0.0187588996339412	0.27515671854813
HG00249	HG00249	0.313556536614107	7.7604043915382	1.31839194638778	1.07258076785377	27.1563145295597	1.32956693168626	0.0156756595071362	5.57710052485678	0.123152154929395
HG00250	HG00250	0.0783416775507295	3.51286789086355	2.09834557049186	0.863675219714956	26.0212125266272	1.35490461837846	0.0662172827210014	0.290684160334704	0.190945140506948
HG00251	HG00251	0.0561774720840648	6.48519487042291	2.5508206140804	-0.505549279843555	25.3287636731724	3.3496619112305	0.137360937605802	0.228575836964569	0.223394145986562
HG00252	HG00252	-0.0192853743380232	6.29339288086577	1.75660479818156	0.364508952108819	23.6545603581562	3.28311259606336	-0.00239679501429145	0.620098707456344	0.220156879511751
HG00253	HG00253	0.148055769664257	6.85901989003377	2.97033228230037	0.537467076603859	25.5791745768928	2.44358127632472	0.0840649109826357	0.258723636271596	0.159145749272138
HG00255	HG00255	0.0129421288041569	4.6325472858753	1.89729298038301	-0.107131324220935	19.1695344210934	7.98740306664585	1.85566136210841	0.618911858019127	0.117184261521351
HG00256	HG00256	0.0983506362606001	5.44484758011464	2.38105756549616	1.22744636534512	23.0849006528259	2.57507693414641	0.028587651467132	-0.00612932672518085	0.147092723891556
HG00257	HG00257	0.151625486254729	5.11025965672479	0.742413649045216	2.04283537298363	28.924843787688	1.50904400010701	0.0205420197256356	0.856012028950017	0.218931269640746
HG00258	HG00258	0.214791048937185	1.58547817647317	0.520986576849711	1.18113866555272	22.7325307658843	0.701775688642563	0.0811006431401042	0.51023941311125	0.27697874558454
HG00259	HG00259	0.076054296900875	4.45143682136378	2.17486102705301	1.24727112406301	23.9784061696025	1.29641828083051	0.0233550921939352	0.277377606464602	0.227676311842335
HG00260	HG00260	0.328909012002764	5.0408301409899	3.00015389931423	0.831238232426276	28.8501335051195	3.27183164642362	0.227086252858536	0.394977444466478	0.21558196022113
HG00261	HG00261	0.0191062085986165	2.62867297240305	0.60808204544744	1.11467423221099	24.2991667782132	1.5532422299427	0.00709025610074665	1.24356554911666	0.10900183685896
HG00262	HG00262	0.0795454774388217	4.01704231254947	2.76332910586303	0.34013768098046	22.4203561836944	1.1064727223136	0.188643430470311	0.555156443467095	0.222850499537206
HG00263	HG00263	0.00676146826016184	4.60003509234514	1.74310767402401	1.02097051853503	24.3343219137624	2.00585920338751	-0.00122691288670623	0.128100169409561	0.241946174079227
HG00264	HG00264	0.0530323638852565	5.11197267649647	1.76119353660293	1.28467045614271	26.4482812951321	2.41544241994914	0.375227969500189	0.346229509825034	0.152755392731862
HG00265	HG00265	0.0178748142192502	8.69365644481612	2.42476522502428	0.796951937716654	28.0453919195177	1.50850774601018	0.0438318939458442	0.672529468796072	0.198042174254905
HG00266	HG00266	0.0753202472057513	9.60973985247313	1.6801873568833	1.8574464957936	22.7968635631175	2.29553848566801	0.0273815892764156	-0.222534269312624	0.340872818495707
HG00267	HG00267	0.120770801674852	5.71008505574485	2.95842920954211	1.41803657224502	24.0039065982274	2.4608546597787	0.058437750854784	0.297399761950767	0.212877927336267
HG00268	HG00268	0.0337174774280861	4.82795247109163	2.42280657915539	0.267949239600506	26.7477580930614	2.20960745090492	0.010372703545176	0.218427927133989	0.149850933445864
HG00269	HG00269	0.0480520878164602	6.2672223925625	2.7476238642047	0.30259545037832	20.5214843109464	2.49812510111944	0.0382396210205891	0.662972958054916	0.242997360835361
HG00271	HG00271	0.110608732325776	5.2302792988635	2.35691266300865	1.86631785903832	25.145638911745	1.4012711291329	-0.00979234323365001	0.336706215178878	0.26531421086663
HG00272	HG00272	0.00275677492958226	5.17015176897692	2.61028689660033	0.962147743933285	24.7713676844552	1.76357550362717	0.473273075268876	0.255122169097209	0.251093860128744
HG00273	HG00273	0.111438417004702	6.45410153604606	2.40572015887989	2.50789319671792	24.4439406592479	1.85936513385159	0.0467129419669094	0.0703597594492459	0.167146962580046
HG00274	HG00274	0.0362654617304598	7.48711040447128	2.96325514365927	1.12656264840729	24.4339309143188	2.30051076610366	0.0935008891001843	0.409074770544907	0.328047064780178
HG00275	HG00275	0.00456984626881679	11.290348433549	2.73078941638138	1.18994969722088	19.5854915725659	1.88803376579587	0.0666376340900253	1.19510515806023	0.372656771617182
HG00276	HG00276	0.117558567902679	6.92034603205356	2.26900510115834	3.357499613733	27.2200955403736	1.52343456867629	0.0149389570843221	0.255705479129189	0.179574935789904
HG00277	HG00277	-0.012426891826493	7.46039823031307	4.71644636449223	2.77124581347043	21.1050340293348	-0.377973211314603	-0.00989217944785788	-0.0376829202257206	0.314924073948273
HG00278	HG00278	-0.000490429723749339	9.10284453322643	0.403080466051549	1.09853089816546	25.113030884732	2.40143977828587	0.0515651822866674	0.0345689427492492	0.193471015868256
HG00280	HG00280	0.1555899220711	6.76661508043673	3.2609406191862	0.243672830239823	20.1608725662501	2.07196632951915	-0.00869053907497355	0.858187494000305	0.162469520276268
HG00281	HG00281	0.0226122946164238	4.17154237908923	1.42857717009929	0.688586000248781	21.3799580823463	1.14608409613575	0.0265923279634489	0.452511060494215	0.238014560782741
HG00282	HG00282	0.0674240983796932	8.05679348568547	3.2353394045448	0.650604461421869	24.0026304154972	1.82344934055441	0.025528963536868	0.285854260842931	0.210783263412895
HG00284	HG00284	0.0350057678936101	7.65130529444097	3.49202588203792	1.54067399884206	24.2373928999482	2.68394696157646	0.0223452882954846	0.640391048295661	0.154183295927187
HG00285	HG00285	-0.00596489735416719	3.1042775372581	0.858904006209971	0.0880140447757827	19.9607720624636	1.03530370048221	0.0840506865777035	0.112502443383542	0.261760497921106
HG00306	HG00306	0.0898270951306515	3.71749414116073	0.603387985752484	-0.583411038620362	25.2470081698835	1.49442943673391	0.124406370380549	1.66079510007057	0.101632305119129
HG00308	HG00308	0.0282593258535722	7.30203985914356	2.7862935510989	0.0132529037534082	28.7241506828196	2.80662828684317	0.405964289980493	0.439041762978807	0.416262955376744
HG00309	HG00309	0.207513670722515	3.9935463751494	2.63730690767327	-0.119883733683082	24.9036976987967	2.14326989365505	0.0300943197434139	0.733922663263157	0.195466922707007
HG00310	HG00310	0.0298337830817175	5.96368969267773	3.31966864802311	2.0230102548281	25.4649914837788	1.68898418580721	0.0770222076986048	0.294820374439895	0.236260772264734
HG00311	HG00311	0.122303222452484	7.28473479950421	3.09295461712137	0.517646410931542	29.7509982285519	2.20740542533736	0.0404533188375678	0.389731777407246	0.281622573110752
HG00312	HG00312	0.0999766052968224	4.056327552673	2.24732700260334	0.70677727515206	19.5239255642786	1.7542778887794	0.253525869077567	0.302068127546545	0.211945642582367
HG00313	HG00313	0.129742897008812	3.16075609466531	3.86164731863954	0.0938954465835318	24.1868968574978	1.01522411459557	0.0558705024381889	1.46321075352042	0.09074959010611
HG00315	HG00315	0.0562615995993805	7.5538790862248	3.85424090634538	0.151209259394286	23.6424791627123	3.53902530504158	-0.00161789818501522	0.9632300588444	0.147949449657901
HG00319	HG00319	0.144830072495345	5.29077148206466	2.67490826798656	1.19641165814143	26.8929255274679	2.594007693371	0.0346863658510695	0.47997878100078	0.144405405291588
HG00320	HG00320	0.0381683175018956	7.89871397728024	3.39235257770196	1.16196384648367	25.310284394172	1.75723473883032	0.0871782751920412	0.458391059450669	0.220072560909939
HG00321	HG00321	-0.0230611736547854	4.27043977157457	1.15344090989441	-0.153195594812024	23.1863844774598	1.48361050846976	0.179151093773632	0.132327200406467	0.314208920751776
HG00323	HG00323	0.04479186971713	5.24019285869297	1.81297727692258	0.912453465478541	25.5086242214513	1.07214113443641	0.0274611825286479	0.76787397267487	0.293958543004181
HG00324	HG00324	0.033902014217124	6.29277698064469	1.94091877568475	0.734583739228741	21.062949943774	1.1325047561007	0.0897887840946298	4.35969197311608	0.237927925076593
HG00325	HG00325	0.122845484444506	6.29822970094664	2.67801885492203	1.08962866919214	26.9844104868682	0.106278949136091	-0.0214470767441105	2.61142340563711	0.217685953913815
HG00326	HG00326	0.0850684868281232	2.9160136694688	1.94373290519951	0.703067867512787	25.1898157677694	3.98642047194169	0.0485150161608817	0.897383167061874	0.107499702721126
HG00327	HG00327	0.151586803057628	6.93189325771908	2.06165892612528	1.27897095065272	20.6303087249584	5.02926552271284	0.0253210238458502	0.0884746209650262	0.178140084041058
HG00328	HG00328	0.0746726874328373	9.10493525927957	2.02158435999664	0.300678777412185	23.0683550219872	0.812703766449307	0.201730879769712	0.152340853536132	0.240683369447709
HG00329	HG00329	0.307004750339288	3.32948922341731	1.93023350663302	0.426681103375681	16.3420592159772	0.507146927620223	0.0326536055688787	0.424215756777305	0.112336605866122
HG00330	HG00330	-0.00797958137278457	2.82460212587689	2.29608962000847	1.03409678821063	28.7901804712064	0.565489125141652	-0.0132452548593608	0.411763006770335	0.183274995859838
HG00331	HG00331	0.0103279838737372	5.20701170117837	0.96278077958532	1.25824570312728	24.2571783860998	2.43298486427011	0.200014721637557	1.4297378300653	0.213867877204719
HG00332	HG00332	0.0635758039842723	4.75953414021737	0.404130277980543	-1.13768353415987	31.2162287093986	0.88041361277355	0.0478816845306244	0.400438996363472	0.157693979105272
HG00334	HG00334	0.0196973589461925	4.50548669176465	1.72299723259224	-0.336746231088271	23.5656705696801	1.54788183294126	0.0648569007811006	0.0942653266383456	0.201666498762421
HG00335	HG00335	0.13829816212893	7.50424192568347	2.52936156132664	0.163049121479761	23.4580943669679	2.02015933278217	-0.0103663237281771	0.721511879433366	0.187568873234175
HG00336	HG00336	0.100153086540139	4.24164475121631	1.9136824000465	2.17691098724232	28.4290808826984	0.89845253129393	-0.00805605984966073	0.186855860664659	0.133034981337335
HG00337	HG00337	0.0346929642473948	7.76607167436337	3.03601953559748	-0.200340561176817	30.4693761713365	1.84518913168679	0.0227223798804018	0.770054806451452	0.216101172976887
HG00338	HG00338	0.0235230668332008	5.38284109605885	1.90655970199029	0.298751249072596	27.8541642995508	2.58506513833281	0.417186050279873	0.620814785036931	0.23503854008226
HG00339	HG00339	0.244322646468873	4.63991114773619	4.24739735042679	1.3930542352062	17.4751491427405	0.673278514448188	0.0328974248449018	1.45983459293069	0.191505256443979
HG00341	HG00341	0.00401570758046749	7.68066525695547	1.68643913168942	1.27019209903702	25.1122171503261	2.29605469641294	0.0169401467861496	0.494079455923553	0.158451919199497
HG00342	HG00342	0.0348008581277456	8.7186600319199	2.70661195985313	0.461969468182404	23.2097569920108	2.17267872963554	0.207527854951203	0.770786459336645	0.206713432396303
HG00343	HG00343	0.109562882833475	8.1744402650331	3.30328548929443	0.536707126281552	23.0951622032922	2.53789127950602	0.0743945062415026	0.400124804287949	0.196288917728964
HG00344	HG00344	0.0479965587506624	7.88907572158446	0.866508970165736	1.597111469248	28.3648368555661	1.48260137012154	0.394608135099215	0.751263742803299	0.251030187664939
HG00345	HG00345	0.0903532454153995	4.86955387449742	2.38614304840313	-0.139124114038215	31.204513235387	1.67877038637074	-0.00367929207396832	0.104850457347771	0.150209736000148
HG00346	HG00346	0.0753361714853495	3.59542170827383	1.89424951198281	0.475831553203684	23.4051110794375	2.34987355750922	0.348870191377479	2.04130968478059	0.293301814066213
HG00349	HG00349	0.0398683685926192	7.307245707462	3.31724525160908	5.0346852106316	30.4819893887265	2.71993350100124	0.111080846406855	0.634804273422493	0.178663129723207
HG00350	HG00350	0.0347005069480562	6.58582166190125	3.49617271026679	1.51349938221752	25.6109688542467	2.75888168869714	0.0461950900974627	0.577409146626654	0.26914876111577
HG00351	HG00351	0.114606867312517	3.56398678190581	1.37074653099651	1.84827389784101	23.5626575006577	2.39431547934988	0.0471586155419992	1.64655021260451	0.190950182830848
HG00353	HG00353	0.117197884072582	5.67437926033344	1.70770356831619	1.82740885505936	22.8659686047036	1.41317769903908	0.0377202023233651	0.470520799348802	0.159985823426182
HG00355	HG00355	0.111377520073133	5.26460711250341	2.32503599049458	0.240520404322742	25.6770068764859	2.31483206901649	-0.0119710016839683	0.606499954035483	0.155430634065848
HG00356	HG00356	0.0771727426836653	7.57267700239045	1.84562982890939	2.48083091332916	29.9864946541754	2.61049834809276	0.00249737445656438	0.50025354532716	0.123322218568186
HG00358	HG00358	0.00393919399576644	5.89030001830482	3.08437163251312	0.785476867927756	19.4570493808395	2.13413354314433	0.00546227434854667	0.597487614334506	0.180157309957361
HG00359	HG00359	-0.00846479409624271	6.53693401524591	3.57374634192545	1.30252750824351	22.440549998035	1.7826621639141	0.11854693140417	0.569791622750747	0.188335882661898
HG00360	HG00360	0.129919918724807	7.68150900801762	2.89349799636916	0.870623696526236	28.9851054685708	1.42981000064439	0.0258240924422878	0.688151740239291	0.0816307523441662
